source_file;sub_dataset;id_observation;consortium;period;Zona_i_period;Zona_period;location_id;barrio_tpd;barrio_senepa;barrio_censo;Y;X;visit_date;visit_day;visit_month;visit_year;x1;y1
Encuestas_Entomologicas_ProfesioNAles_Simplificado.xls;recipientes;SENEPA00286;SENEPA;E1;Control_1E1;ContE1;l_148100001;Santa_Ana;Santa_Ana;Santa_Ana;7200165.618;434791.7553;2018-04-03;3;4;2018;-57.64784931;-25.31363419
Encuestas_Entomologicas_ProfesioNAles_Simplificado.xls;recipientes;SENEPA00303;SENEPA;E1;Control_1E1;ContE1;l_148100004;Santa_Ana;Santa_Ana;Santa_Ana;7200197.691;434813.4911;2018-04-03;3;4;2018;-57.64763183;-25.31334551
Encuestas_Entomologicas_ProfesioNAles_Simplificado.xls;recipientes;SENEPA00632;SENEPA;E1;Control_1E1;ContE1;l_151000001;Santa_Ana;Santa_Ana;Santa_Ana;7200049.419;434761.7242;2018-04-03;3;4;2018;-57.64815324;-25.31468217
Encuestas_Entomologicas_ProfesioNAles_Simplificado.xls;recipientes;SENEPA00771;SENEPA;E1;Control_2E1;ContE1;l_152400002;Villa_Bartolo;Santa_Ana;Santa_Ana;7200009.652;434587.2541;2018-04-03;3;4;2018;-57.64988846;-25.31503364
Encuestas_Entomologicas_ProfesioNAles_Simplificado.xls;recipientes;SENEPA00859;SENEPA;E1;Control_1E1;ContE1;l_154100003;Santa_Ana;Santa_Ana;Santa_Ana;7199897.844;434745.1441;2018-04-03;3;4;2018;-57.64832524;-25.31605019
Encuestas_Entomologicas_ProfesioNAles_Simplificado.xls;recipientes;SENEPA01382;SENEPA;E1;Zona_1E1;ZonaE1;l_158500002;San_Ignacio;San_Cayetano;San_Cayetano;7199531.091;435128.5404;2018-04-03;3;4;2018;-57.64453381;-25.31937872
Encuestas_Entomologicas_ProfesioNAles_Simplificado.xls;recipientes;SENEPA01390;SENEPA;E1;Zona_1E1;ZonaE1;l_158500003;San_Ignacio;San_Cayetano;San_Cayetano;7199544.71;435112.3023;2018-04-03;3;4;2018;-57.64469449;-25.31925503
Encuestas_Entomologicas_ProfesioNAles_Simplificado.xls;recipientes;SENEPA01704;SENEPA;E1;Control_2E1;ContE1;l_288300004;Santa_Rosa;Santa_Ana;Santa_Ana;7199844.353;434550.969;2018-04-03;3;4;2018;-57.65025691;-25.31652472
Encuestas_Entomologicas_ProfesioNAles_Simplificado.xls;recipientes;SENEPA02012;SENEPA;E1;Control_2E1;ContE1;l_288800001;Santa_Rosa;Santa_Ana;Santa_Ana;7199755.597;434325.355;2018-04-03;3;4;2018;-57.65250263;-25.31731629
Encuestas_Entomologicas_ProfesioNAles_Simplificado.xls;recipientes;SENEPA02066;SENEPA;E1;Zona_2E1;ZonaE1;l_289150002;San_Cayetano;San_Cayetano;San_Cayetano;7199451.44;434930.068;2018-04-03;3;4;2018;-57.64650946;-25.32008934
Encuestas_Entomologicas_ProfesioNAles_Simplificado.xls;recipientes;SENEPA02084;SENEPA;E1;Zona_2E1;ZonaE1;l_289150004;San_Cayetano;San_Cayetano;San_Cayetano;7199464.353;434933.1561;2018-04-03;3;4;2018;-57.64647817;-25.31997287
Encuestas_Entomologicas_ProfesioNAles_Simplificado.xls;recipientes;SENEPA02178;SENEPA;E1;Zona_2E1;ZonaE1;l_289600002;Caacupemi;San_Cayetano;San_Cayetano;7199462.875;435032.9429;2018-04-03;3;4;2018;-57.64548684;-25.31999056
Encuestas_Entomologicas_ProfesioNAles_Simplificado.xls;recipientes;SENEPA02180;SENEPA;E1;Zona_2E1;ZonaE1;l_289600003;Caacupemi;San_Cayetano;San_Cayetano;7199462.32;435042.5124;2018-04-03;3;4;2018;-57.6453918;-25.31999599
Encuestas_Entomologicas_ProfesioNAles_Simplificado.xls;recipientes;SENEPA02184;SENEPA;E1;Zona_2E1;ZonaE1;l_289600003;Caacupemi;San_Cayetano;San_Cayetano;7199462.32;435042.5124;2018-04-03;3;4;2018;-57.6453918;-25.31999599
Encuestas_Entomologicas_ProfesioNAles_Simplificado.xls;recipientes;SENEPA02365;SENEPA;E1;Zona_2E1;ZonaE1;l_290300005;San_Cayetano;San_Cayetano;San_Cayetano;7199262.509;434764.51;2018-04-03;3;4;2018;-57.64816338;-25.32178819
Encuestas_Entomologicas_ProfesioNAles_Simplificado.xls;recipientes;SENEPA02365;SENEPA;E1;Zona_2E1;ZonaE1;l_290300005;San_Cayetano;San_Cayetano;San_Cayetano;7199279.342;434683.0043;2018-04-03;3;4;2018;-57.64897235;-25.32163262
Encuestas_Entomologicas_ProfesioNAles_Simplificado.xls;recipientes;SENEPA02371;SENEPA;E1;Zona_2E1;ZonaE1;l_290300009;San_Cayetano;San_Cayetano;San_Cayetano;7199250.372;434763.2411;2018-04-03;3;4;2018;-57.64817657;-25.32189773
Encuestas_Entomologicas_ProfesioNAles_Simplificado.xls;recipientes;SENEPA02353;SENEPA;E1;Zona_2E1;ZonaE1;l_290500001;San_Cayetano;San_Cayetano;San_Cayetano;7199294.857;434602.8935;2018-04-03;3;4;2018;-57.64976752;-25.32148901
Encuestas_Entomologicas_ProfesioNAles_Simplificado.xls;recipientes;SENEPA02356;SENEPA;E1;Zona_2E1;ZonaE1;l_290500001;San_Cayetano;San_Cayetano;San_Cayetano;7199294.857;434602.8935;2018-04-03;3;4;2018;-57.64976752;-25.32148901
Encuestas_Entomologicas_ProfesioNAles_Simplificado.xls;recipientes;SENEPA02358;SENEPA;E1;Zona_2E1;ZonaE1;l_290500001;San_Cayetano;San_Cayetano;San_Cayetano;7199294.857;434602.8935;2018-04-03;3;4;2018;-57.64976752;-25.32148901
Encuestas_Entomologicas_ProfesioNAles_Simplificado.xls;recipientes;SENEPA02359;SENEPA;E1;Zona_2E1;ZonaE1;l_290500001;San_Cayetano;San_Cayetano;San_Cayetano;7199294.857;434602.8935;2018-04-03;3;4;2018;-57.64976752;-25.32148901
Encuestas_Entomologicas_ProfesioNAles_Simplificado.xls;recipientes;SENEPA02718;SENEPA;E1;Zona_2E1;ZonaE1;l_291100003;Caacupemi;San_Cayetano;San_Cayetano;7199290.007;435168.3633;2018-04-03;3;4;2018;-57.64414969;-25.32155747
Encuestas_Entomologicas_ProfesioNAles_Simplificado.xls;recipientes;SENEPA02722;SENEPA;E1;Zona_2E1;ZonaE1;l_291100004;Caacupemi;San_Cayetano;San_Cayetano;7199290.341;435173.5336;2018-04-03;3;4;2018;-57.6440983;-25.32155468
Encuestas_Entomologicas_ProfesioNAles_Simplificado.xls;recipientes;SENEPA02723;SENEPA;E1;Zona_2E1;ZonaE1;l_291100004;Caacupemi;San_Cayetano;San_Cayetano;7199290.341;435173.5336;2018-04-03;3;4;2018;-57.6440983;-25.32155468
Encuestas_Entomologicas_ProfesioNAles_Simplificado.xls;recipientes;SENEPA02420;SENEPA;E1;Zona_2E1;ZonaE1;l_291300007;San_Cayetano;San_Cayetano;San_Cayetano;7199216.819;434854.3391;2018-04-03;3;4;2018;-57.6472731;-25.32220469
Encuestas_Entomologicas_ProfesioNAles_Simplificado.xls;recipientes;SENEPA02747;SENEPA;E1;Zona_2E1;ZonaE1;l_291300007;San_Cayetano;San_Cayetano;San_Cayetano;7199216.819;434854.3391;2018-04-05;5;4;2018;-57.6472731;-25.32220469
Encuestas_Entomologicas_ProfesioNAles_Simplificado.xls;recipientes;SENEPA02408;SENEPA;E1;Zona_2E1;ZonaE1;l_291300010;San_Cayetano;San_Cayetano;San_Cayetano;7199231.98;434873.3747;2018-04-03;3;4;2018;-57.64708325;-25.32206862
Encuestas_Entomologicas_ProfesioNAles_Simplificado.xls;recipientes;SENEPA02411;SENEPA;E1;Zona_2E1;ZonaE1;l_291300010;San_Cayetano;San_Cayetano;San_Cayetano;7199231.98;434873.3747;2018-04-03;3;4;2018;-57.64708325;-25.32206862
Encuestas_Entomologicas_ProfesioNAles_Simplificado.xls;recipientes;SENEPA01593;SENEPA;E1;Zona_1E1;ZonaE1;l_154500009;San_Ignacio;San_Cayetano;San_Cayetano;7199845.563;435065.3062;2018-04-04;4;4;2018;-57.645147;-25.31653625
Encuestas_Entomologicas_ProfesioNAles_Simplificado.xls;recipientes;SENEPA01595;SENEPA;E1;Zona_1E1;ZonaE1;l_154500009;San_Ignacio;San_Cayetano;San_Cayetano;7199845.563;435065.3062;2018-04-04;4;4;2018;-57.645147;-25.31653625
Encuestas_Entomologicas_ProfesioNAles_Simplificado.xls;recipientes;SENEPA01596;SENEPA;E1;Zona_1E1;ZonaE1;l_154500009;San_Ignacio;San_Cayetano;San_Cayetano;7199845.563;435065.3062;2018-04-04;4;4;2018;-57.645147;-25.31653625
Encuestas_Entomologicas_ProfesioNAles_Simplificado.xls;recipientes;SENEPA00915;SENEPA;E1;Zona_1E1;ZonaE1;l_155700011;San_Ignacio;San_Cayetano;San_Cayetano;7199755.646;435036.7208;2018-04-04;4;4;2018;-57.6454353;-25.31734697
Encuestas_Entomologicas_ProfesioNAles_Simplificado.xls;recipientes;SENEPA01049;SENEPA;E1;Zona_1E1;ZonaE1;l_156600001;San_Ignacio;San_Cayetano;San_Cayetano;7199727.142;435171.1406;2018-04-04;4;4;2018;-57.64410121;-25.3176102
Encuestas_Entomologicas_ProfesioNAles_Simplificado.xls;recipientes;SENEPA01070;SENEPA;E1;Zona_1E1;ZonaE1;l_156600004;San_Ignacio;San_Cayetano;San_Cayetano;7199716.142;435161.7906;2018-04-04;4;4;2018;-57.64419463;-25.31770913
Encuestas_Entomologicas_ProfesioNAles_Simplificado.xls;recipientes;SENEPA01083;SENEPA;E1;Zona_1E1;ZonaE1;l_156600006;San_Ignacio;San_Cayetano;San_Cayetano;7199703.675;435158.8573;2018-04-04;4;4;2018;-57.64422437;-25.31782158
Encuestas_Entomologicas_ProfesioNAles_Simplificado.xls;recipientes;SENEPA01164;SENEPA;E1;Zona_1E1;ZonaE1;l_157500005;San_Ignacio;San_Cayetano;San_Cayetano;7199641.842;435091.2979;2018-04-04;4;4;2018;-57.64489852;-25.318377
Encuestas_Entomologicas_ProfesioNAles_Simplificado.xls;recipientes;SENEPA01281;SENEPA;E1;Zona_1E1;ZonaE1;l_157800008;San_Ignacio;San_Cayetano;San_Cayetano;7199603.097;435016.4401;2018-04-04;4;4;2018;-57.64564409;-25.31872362
Encuestas_Entomologicas_ProfesioNAles_Simplificado.xls;recipientes;SENEPA01302;SENEPA;E1;Zona_1E1;ZonaE1;l_158400001;San_Ignacio;San_Cayetano;San_Cayetano;7199536.942;435041.7292;2018-04-04;4;4;2018;-57.64539601;-25.31932211
Encuestas_Entomologicas_ProfesioNAles_Simplificado.xls;recipientes;SENEPA01359;SENEPA;E1;Zona_1E1;ZonaE1;l_158400008;San_Ignacio;San_Cayetano;San_Cayetano;7199558.208;434969.4958;2018-04-04;4;4;2018;-57.64611263;-25.31912693
Encuestas_Entomologicas_ProfesioNAles_Simplificado.xls;recipientes;SENEPA01314;SENEPA;E1;Zona_1E1;ZonaE1;l_158400011;San_Ignacio;San_Cayetano;San_Cayetano;7199522.092;435029.4458;2018-04-04;4;4;2018;-57.64551875;-25.31945567
Encuestas_Entomologicas_ProfesioNAles_Simplificado.xls;recipientes;SENEPA01451;SENEPA;E1;Zona_1E1;ZonaE1;l_159000001;San_Ignacio;San_Cayetano;San_Cayetano;7199494.889;435137.6892;2018-04-04;4;4;2018;-57.64444465;-25.31970602
Encuestas_Entomologicas_ProfesioNAles_Simplificado.xls;recipientes;SENEPA01469;SENEPA;E1;Zona_1E1;ZonaE1;l_159000003;San_Ignacio;San_Cayetano;San_Cayetano;7199487.032;435133.3242;2018-04-04;4;4;2018;-57.64448839;-25.31977678
Encuestas_Entomologicas_ProfesioNAles_Simplificado.xls;recipientes;SENEPA01470;SENEPA;E1;Zona_1E1;ZonaE1;l_159000003;San_Ignacio;San_Cayetano;San_Cayetano;7199487.032;435133.3242;2018-04-04;4;4;2018;-57.64448839;-25.31977678
Encuestas_Entomologicas_ProfesioNAles_Simplificado.xls;recipientes;SENEPA01838;SENEPA;E1;Zona_1E1;ZonaE1;l_289000001;San_Ignacio;San_Cayetano;San_Cayetano;7199638.27;434774.0676;2018-04-04;4;4;2018;-57.64805037;-25.31839544
Encuestas_Entomologicas_ProfesioNAles_Simplificado.xls;recipientes;SENEPA01841;SENEPA;E1;Zona_1E1;ZonaE1;l_289000001;San_Ignacio;San_Cayetano;San_Cayetano;7199638.27;434774.0676;2018-04-04;4;4;2018;-57.64805037;-25.31839544
Encuestas_Entomologicas_ProfesioNAles_Simplificado.xls;recipientes;SENEPA01861;SENEPA;E1;Zona_1E1;ZonaE1;l_289000005;San_Ignacio;San_Cayetano;San_Cayetano;7199604.696;434855.5;2018-04-04;4;4;2018;-57.64724295;-25.31870217
Encuestas_Entomologicas_ProfesioNAles_Simplificado.xls;recipientes;SENEPA02121;SENEPA;E1;Zona_2E1;ZonaE1;l_289300001;San_Cayetano;San_Cayetano;San_Cayetano;7199470.497;435007.7038;2018-04-04;4;4;2018;-57.64573723;-25.31992063
Encuestas_Entomologicas_ProfesioNAles_Simplificado.xls;recipientes;SENEPA02207;SENEPA;E1;Zona_2E1;ZonaE1;l_289900003;Caacupemi;San_Cayetano;San_Cayetano;7199349.541;435155.6909;2018-04-04;4;4;2018;-57.64427274;-25.32101932
Encuestas_Entomologicas_ProfesioNAles_Simplificado.xls;recipientes;SENEPA02219;SENEPA;E1;Zona_2E1;ZonaE1;l_289900005;Caacupemi;San_Cayetano;San_Cayetano;7199357.537;435144.0482;2018-04-04;4;4;2018;-57.64438804;-25.32094661
Encuestas_Entomologicas_ProfesioNAles_Simplificado.xls;recipientes;SENEPA02223;SENEPA;E1;Zona_2E1;ZonaE1;l_289900005;Caacupemi;San_Cayetano;San_Cayetano;7199357.537;435144.0482;2018-04-04;4;4;2018;-57.64438804;-25.32094661
Encuestas_Entomologicas_ProfesioNAles_Simplificado.xls;recipientes;SENEPA02224;SENEPA;E1;Zona_2E1;ZonaE1;l_289900005;Caacupemi;San_Cayetano;San_Cayetano;7199357.537;435144.0482;2018-04-04;4;4;2018;-57.64438804;-25.32094661
Encuestas_Entomologicas_ProfesioNAles_Simplificado.xls;recipientes;SENEPA02272;SENEPA;E1;Zona_2E1;ZonaE1;l_290100002;Caacupemi;San_Cayetano;San_Cayetano;7199392.822;435008.9657;2018-04-04;4;4;2018;-57.64572841;-25.3206221
Encuestas_Entomologicas_ProfesioNAles_Simplificado.xls;recipientes;SENEPA02277;SENEPA;E1;Zona_2E1;ZonaE1;l_290100003;Caacupemi;San_Cayetano;San_Cayetano;7199397.514;435009.7867;2018-04-04;4;4;2018;-57.64572003;-25.32057977
Encuestas_Entomologicas_ProfesioNAles_Simplificado.xls;recipientes;SENEPA02282;SENEPA;E1;Zona_2E1;ZonaE1;l_290100003;Caacupemi;San_Cayetano;San_Cayetano;7199397.514;435009.7867;2018-04-04;4;4;2018;-57.64572003;-25.32057977
Encuestas_Entomologicas_ProfesioNAles_Simplificado.xls;recipientes;SENEPA02283;SENEPA;E1;Zona_2E1;ZonaE1;l_290100003;Caacupemi;San_Cayetano;San_Cayetano;7199397.514;435009.7867;2018-04-04;4;4;2018;-57.64572003;-25.32057977
Encuestas_Entomologicas_ProfesioNAles_Simplificado.xls;recipientes;SENEPA00918;SENEPA;E1;Zona_1E1;ZonaE1;l_155700012;San_Ignacio;San_Cayetano;San_Cayetano;7199763.848;435022.9625;2018-04-05;5;4;2018;-57.64557159;-25.3172723
Encuestas_Entomologicas_ProfesioNAles_Simplificado.xls;recipientes;SENEPA01372;SENEPA;E1;Zona_1E1;ZonaE1;l_158500010;San_Ignacio;San_Cayetano;San_Cayetano;7199520.79;435145.1277;2018-04-05;5;4;2018;-57.64436951;-25.31947246
Encuestas_Entomologicas_ProfesioNAles_Simplificado.xls;recipientes;SENEPA02142;SENEPA;E1;Zona_2E1;ZonaE1;l_289500001;San_Cayetano;San_Cayetano;San_Cayetano;7199419.751;434883.6403;2018-04-05;5;4;2018;-57.64697225;-25.32037347
Encuestas_Entomologicas_ProfesioNAles_Simplificado.xls;recipientes;SENEPA02151;SENEPA;E1;Zona_2E1;ZonaE1;l_289500002;San_Cayetano;San_Cayetano;San_Cayetano;7199425.062;434874.7878;2018-04-05;5;4;2018;-57.64705995;-25.32032513
Encuestas_Entomologicas_ProfesioNAles_Simplificado.xls;recipientes;SENEPA02245;SENEPA;E1;Zona_2E1;ZonaE1;l_290000002;San_Cayetano;San_Cayetano;San_Cayetano;7199397.246;434799.1203;2018-04-05;5;4;2018;-57.64781305;-25.32057301
Encuestas_Entomologicas_ProfesioNAles_Simplificado.xls;recipientes;SENEPA02260;SENEPA;E1;Zona_2E1;ZonaE1;l_290000004;San_Cayetano;San_Cayetano;San_Cayetano;7199395.59;434817.3964;2018-04-05;5;4;2018;-57.64763155;-25.32058876
Encuestas_Entomologicas_ProfesioNAles_Simplificado.xls;recipientes;SENEPA02328;SENEPA;E1;Zona_2E1;ZonaE1;l_290300004;San_Cayetano;San_Cayetano;San_Cayetano;7199314.483;434774.7188;2018-04-05;5;4;2018;-57.64805946;-25.3213193
Encuestas_Entomologicas_ProfesioNAles_Simplificado.xls;recipientes;SENEPA02443;SENEPA;E1;Zona_2E1;ZonaE1;l_290850003;Caacupemi;San_Cayetano;San_Cayetano;7199059.348;434733.5008;2018-04-05;5;4;2018;-57.64848124;-25.3236214
Encuestas_Entomologicas_ProfesioNAles_Simplificado.xls;recipientes;SENEPA02446;SENEPA;E1;Zona_2E1;ZonaE1;l_290850003;Caacupemi;San_Cayetano;San_Cayetano;7199059.348;434733.5008;2018-04-05;5;4;2018;-57.64848124;-25.3236214
Encuestas_Entomologicas_ProfesioNAles_Simplificado.xls;recipientes;SENEPA02480;SENEPA;E1;Zona_2E1;ZonaE1;l_290860004;Caacupemi;San_Cayetano;San_Cayetano;7199106.932;434795.5305;2018-04-05;5;4;2018;-57.64786266;-25.32319442
Encuestas_Entomologicas_ProfesioNAles_Simplificado.xls;recipientes;SENEPA02503;SENEPA;E1;Zona_2E1;ZonaE1;l_290870003;Caacupemi;San_Cayetano;San_Cayetano;7199166.488;434832.1349;2018-04-05;5;4;2018;-57.64749612;-25.32265822
Encuestas_Entomologicas_ProfesioNAles_Simplificado.xls;recipientes;SENEPA02552;SENEPA;E1;Zona_2E1;ZonaE1;l_291200004;Caacupemi;San_Cayetano;San_Cayetano;7199253.769;434894.6776;2018-04-05;5;4;2018;-57.64687056;-25.32187279
Encuestas_Entomologicas_ProfesioNAles_Simplificado.xls;recipientes;SENEPA02570;SENEPA;E1;Zona_2E1;ZonaE1;l_291300002;San_Cayetano;San_Cayetano;San_Cayetano;7199195.458;434851.9656;2018-04-05;5;4;2018;-57.64729771;-25.32239748
Encuestas_Entomologicas_ProfesioNAles_Simplificado.xls;recipientes;SENEPA02615;SENEPA;E1;Zona_2E1;ZonaE1;l_291300008;San_Cayetano;San_Cayetano;San_Cayetano;7199180.86;434784.9743;2018-04-05;5;4;2018;-57.64796399;-25.32252638
Encuestas_Entomologicas_ProfesioNAles_Simplificado.xls;recipientes;SENEPA02624;SENEPA;E1;Zona_2E1;ZonaE1;l_291400001;Caacupemi;San_Cayetano;San_Cayetano;7199295.773;434969.3668;2018-04-05;5;4;2018;-57.64612649;-25.32149675
Encuestas_Entomologicas_ProfesioNAles_Simplificado.xls;recipientes;SENEPA02635;SENEPA;E1;Zona_2E1;ZonaE1;l_291400003;Caacupemi;San_Cayetano;San_Cayetano;7199272.608;434980.3582;2018-04-05;5;4;2018;-57.64601839;-25.32170641
Encuestas_Entomologicas_ProfesioNAles_Simplificado.xls;recipientes;SENEPA02637;SENEPA;E1;Zona_2E1;ZonaE1;l_291400003;Caacupemi;San_Cayetano;San_Cayetano;7199272.608;434980.3582;2018-04-05;5;4;2018;-57.64601839;-25.32170641
Encuestas_Entomologicas_ProfesioNAles_Simplificado.xls;recipientes;SENEPA02641;SENEPA;E1;Zona_2E1;ZonaE1;l_291400003;Caacupemi;San_Cayetano;San_Cayetano;7199272.608;434980.3582;2018-04-05;5;4;2018;-57.64601839;-25.32170641
Encuestas_Entomologicas_ProfesioNAles_Simplificado.xls;recipientes;SENEPA02652;SENEPA;E1;Zona_2E1;ZonaE1;l_628500001;Caacupemi;San_Cayetano;San_Cayetano;7199338.726;434977.7628;2018-04-05;5;4;2018;-57.64604101;-25.32110924
Encuestas_Entomologicas_ProfesioNAles_Simplificado.xls;recipientes;SENEPA02656;SENEPA;E1;Zona_2E1;ZonaE1;l_628500002;Caacupemi;San_Cayetano;San_Cayetano;7199342.186;434980.7289;2018-04-05;5;4;2018;-57.64601138;-25.32107812
Encuestas_Entomologicas_ProfesioNAles_Simplificado.xls;recipientes;SENEPA02671;SENEPA;E1;Zona_2E1;ZonaE1;l_628500004;Caacupemi;San_Cayetano;San_Cayetano;7199352.815;434990.6162;2018-04-05;5;4;2018;-57.64591264;-25.32098257
Encuestas_Entomologicas_ProfesioNAles_Simplificado.xls;recipientes;SENEPA00389;SENEPA;E1;Control_1E1;ContE1;l_149300004;Santa_Ana;Santa_Ana;Santa_Ana;7200115.265;434870.1968;2018-04-06;6;4;2018;-57.64707244;-25.31409231
Encuestas_Entomologicas_ProfesioNAles_Simplificado.xls;recipientes;SENEPA00409;SENEPA;E1;Control_1E1;ContE1;l_149600001;Santa_Ana;Santa_Ana;Santa_Ana;7200136.676;434783.0398;2018-04-06;6;4;2018;-57.64793728;-25.31389516
Encuestas_Entomologicas_ProfesioNAles_Simplificado.xls;recipientes;SENEPA00435;SENEPA;E1;Control_1E1;ContE1;l_149600005;Santa_Ana;Santa_Ana;Santa_Ana;7200112.024;434811.6675;2018-04-06;6;4;2018;-57.64765406;-25.31411902
Encuestas_Entomologicas_ProfesioNAles_Simplificado.xls;recipientes;SENEPA00450;SENEPA;E1;Control_1E1;ContE1;l_149900002;Santa_Ana;Santa_Ana;Santa_Ana;7200073.102;434670.4461;2018-04-06;6;4;2018;-57.64905892;-25.31446432
Encuestas_Entomologicas_ProfesioNAles_Simplificado.xls;recipientes;SENEPA00530;SENEPA;E1;Control_1E1;ContE1;l_150500007;San_Ignacio;Santa_Ana;San_Cayetano;7200037.881;435004.0438;2018-04-06;6;4;2018;-57.64574643;-25.31479692
Encuestas_Entomologicas_ProfesioNAles_Simplificado.xls;recipientes;SENEPA00534;SENEPA;E1;Control_1E1;ContE1;l_150500008;San_Ignacio;Santa_Ana;San_Cayetano;7200036.823;434986.8459;2018-04-06;6;4;2018;-57.64591733;-25.31480573
Encuestas_Entomologicas_ProfesioNAles_Simplificado.xls;recipientes;SENEPA00536;SENEPA;E1;Control_1E1;ContE1;l_150500008;San_Ignacio;Santa_Ana;San_Cayetano;7200036.823;434986.8459;2018-04-06;6;4;2018;-57.64591733;-25.31480573
Encuestas_Entomologicas_ProfesioNAles_Simplificado.xls;recipientes;SENEPA00543;SENEPA;E1;Control_1E1;ContE1;l_150500009;San_Ignacio;Santa_Ana;San_Cayetano;7200029.944;434988.6979;2018-04-06;6;4;2018;-57.64589926;-25.31486793
Encuestas_Entomologicas_ProfesioNAles_Simplificado.xls;recipientes;SENEPA00585;SENEPA;E1;Control_1E1;ContE1;l_150600003;San_Ignacio;Santa_Ana;San_Cayetano;7200006.398;435126.3845;2018-04-06;6;4;2018;-57.64453251;-25.31508654
Encuestas_Entomologicas_ProfesioNAles_Simplificado.xls;recipientes;SENEPA00585;SENEPA;E1;Control_1E1;ContE1;l_150600003;San_Ignacio;Santa_Ana;San_Cayetano;7199973.589;435105.747;2018-04-06;6;4;2018;-57.64473911;-25.31538191
Encuestas_Entomologicas_ProfesioNAles_Simplificado.xls;recipientes;SENEPA00666;SENEPA;E1;Control_1E1;ContE1;l_151650002;San_Ignacio;San_Cayetano;San_Cayetano;7199965.211;434927.3078;2018-04-06;6;4;2018;-57.64651226;-25.3154498
Encuestas_Entomologicas_ProfesioNAles_Simplificado.xls;recipientes;SENEPA00672;SENEPA;E1;Control_1E1;ContE1;l_151650004;San_Ignacio;San_Cayetano;San_Cayetano;7199956.345;434938.1162;2018-04-06;6;4;2018;-57.6464053;-25.31553033
Encuestas_Entomologicas_ProfesioNAles_Simplificado.xls;recipientes;SENEPA00680;SENEPA;E1;Control_1E1;ContE1;l_151650005;San_Ignacio;San_Cayetano;San_Cayetano;7199959.785;434939.9683;2018-04-06;6;4;2018;-57.64638674;-25.31549935
Encuestas_Entomologicas_ProfesioNAles_Simplificado.xls;recipientes;SENEPA00684;SENEPA;E1;Control_1E1;ContE1;l_151900001;Santa_Ana;Santa_Ana;Santa_Ana;7199939.766;434878.5465;2018-04-06;6;4;2018;-57.64699791;-25.31567745
Encuestas_Entomologicas_ProfesioNAles_Simplificado.xls;recipientes;SENEPA00719;SENEPA;E1;Control_1E1;ContE1;l_151900004;Santa_Ana;Santa_Ana;Santa_Ana;7199962.297;434843.8221;2018-04-06;6;4;2018;-57.6473418;-25.31547248
Encuestas_Entomologicas_ProfesioNAles_Simplificado.xls;recipientes;SENEPA00728;SENEPA;E1;Control_1E1;ContE1;l_151900005;Santa_Ana;Santa_Ana;Santa_Ana;7199966.008;434837.4604;2018-04-06;6;4;2018;-57.64740483;-25.31543869
Encuestas_Entomologicas_ProfesioNAles_Simplificado.xls;recipientes;SENEPA00692;SENEPA;E1;Control_1E1;ContE1;l_151900006;Santa_Ana;San_Cayetano;Santa_Ana;7199949.574;434870.5943;2018-04-06;6;4;2018;-57.64707644;-25.31558853
Encuestas_Entomologicas_ProfesioNAles_Simplificado.xls;recipientes;SENEPA00732;SENEPA;E1;Control_1E1;ContE1;l_152200001;Santa_Ana;Santa_Ana;Santa_Ana;7199968.008;434746.3646;2018-04-06;6;4;2018;-57.64830974;-25.31541665
Encuestas_Entomologicas_ProfesioNAles_Simplificado.xls;recipientes;SENEPA00821;SENEPA;E1;Control_1E1;ContE1;l_153200005;Santa_Ana;Santa_Ana;Santa_Ana;7199883.182;434833.7031;2018-04-06;6;4;2018;-57.64744613;-25.31618645
Encuestas_Entomologicas_ProfesioNAles_Simplificado.xls;recipientes;SENEPA00218;SENEPA;E1;Control_2E1;ContE1;l_148000001;Villa_Bartolo;Santa_Ana;Santa_Ana;7200162.228;434618.8451;2018-04-09;9;4;2018;-57.64956726;-25.31365724
Encuestas_Entomologicas_ProfesioNAles_Simplificado.xls;recipientes;SENEPA00258;SENEPA;E1;Control_2E1;ContE1;l_148000005;Villa_Bartolo;Santa_Ana;Santa_Ana;7200113.985;434596.5791;2018-04-09;9;4;2018;-57.64979079;-25.31409191
Encuestas_Entomologicas_ProfesioNAles_Simplificado.xls;recipientes;SENEPA00492;SENEPA;E1;Control_2E1;ContE1;l_150000003;Villa_Bartolo;Santa_Ana;Santa_Ana;7200068.966;434483.7916;2018-04-09;9;4;2018;-57.65091346;-25.31449349
Encuestas_Entomologicas_ProfesioNAles_Simplificado.xls;recipientes;SENEPA01528;SENEPA;E1;Control_2E1;ContE1;l_150050006;Villa_Bartolo;Santa_Ana;Santa_Ana;7199962.442;434512.7614;2018-04-09;9;4;2018;-57.65063079;-25.31545669
Encuestas_Entomologicas_ProfesioNAles_Simplificado.xls;recipientes;SENEPA01903;SENEPA;E1;Control_2E1;ContE1;l_288580001;Santa_Rosa;Santa_Ana;Santa_Ana;7199619.877;434515.9164;2018-04-09;9;4;2018;-57.65061598;-25.31855023
Encuestas_Entomologicas_ProfesioNAles_Simplificado.xls;recipientes;SENEPA01970;SENEPA;E1;Control_2E1;ContE1;l_288600002;Santa_Rosa;Santa_Ana;Santa_Ana;7199559.295;434058.1518;2018-04-09;9;4;2018;-57.6551668;-25.31907715
