DEPARTAMENTO,DISTRITO,LOCALIDAD,ANO,FECHA,ENFERMEDAD,ESPECIE,UTM_ZONA,UTM_HEMISFERIO,UTM_X,UTM_Y,LAT,LONG,TIPO_DE_GEORREFERENCIACION
ALTO PARAGUAY,CARMELO PERALTA,,2020,2020-7-8,FIEBRE AMARILLA,OCHLEROTATUS (OCHLEROTATUS) SCAPULARIS,21,S,,,-21.685925,-57.897644,DATOS CONSIGNADOS EN CAMPO CENTROIDE DE DISTRITO
ALTO PARAGUAY,CARMELO PERALTA,,2020,2020-7-8,FIEBRE AMARILLA,OCHLEROTATUS (OCHLEROTATUS) SCAPULARIS,21,S,,,-21.685925,-57.897644,DATOS CONSIGNADOS EN GABINETE CENTROIDE DE DISTRITO
ALTO PARAGUAY,CARMELO PERALTA,,2020,2020-7-9,FIEBRE AMARILLA,OCHLEROTATUS (OCHLEROTATUS) SCAPULARIS,21,S,,,-21.685925,-57.897644,DATOS CONSIGNADOS EN GABINETE CENTROIDE DE DISTRITO
ALTO PARAGUAY,CARMELO PERALTA,,2020,2020-7-10,FIEBRE AMARILLA,OCHLEROTATUS (OCHLEROTATUS) SCAPULARIS,21,S,,,-21.685925,-57.897644,DATOS CONSIGNADOS EN CAMPO CENTROIDE DE DISTRITO
ALTO PARAGUAY,CARMELO PERALTA,,2020,2020-9-11,FIEBRE AMARILLA,OCHLEROTATUS (OCHLEROTATUS) SCAPULARIS,21,S,,,-21.685925,-57.897644,DATOS CONSIGNADOS EN CAMPO CENTROIDE DE DISTRITO
ALTO PARAGUAY,CARMELO PERALTA,,2019,2019-10-28,FIEBRE AMARILLA,PSOROPHORA (PSOROPHORA) CILIATA,21,S,,,-21.685925,-57.897644,DATOS CONSIGNADOS EN GABINETE CENTROIDE DE DISTRITO
ALTO PARAGUAY,CARMELO PERALTA,,2019,2019-10-30,FIEBRE AMARILLA,PSOROPHORA (PSOROPHORA) CILIATA,21,S,,,-21.685925,-57.897644,DATOS CONSIGNADOS EN GABINETE CENTROIDE DE DISTRITO
ALTO PARAGUAY,CARMELO PERALTA,,2019,2019-10-31,FIEBRE AMARILLA,OCHLEROTATUS (OCHLEROTATUS) SCAPULARIS,21,S,,,-21.685925,-57.897644,DATOS CONSIGNADOS EN CAMPO CENTROIDE DE DISTRITO
ALTO PARAGUAY,CARMELO PERALTA,,2019,2019-10-31,FIEBRE AMARILLA,OCHLEROTATUS (COMPLEJO)SERRATUS,21,S,,,-21.685925,-57.897644,DATOS CONSIGNADOS EN CAMPO CENTROIDE DE DISTRITO
ALTO PARAGUAY,CARMELO PERALTA,,2021,2021-3-25,FIEBRE AMARILLA,PSOROPHORA (JANTHINOSOMA) FEROX,21,S,,,-21.685925,-57.897644,DATOS CONSIGNADOS EN CAMPO CENTROIDE DE DISTRITO
ALTO PARAGUAY,CARMELO PERALTA,,2021,2021-3-25,FIEBRE AMARILLA,OCHLEROTATUS (COMPLEJO)SERRATUS,21,S,,,-21.685925,-57.897644,DATOS CONSIGNADOS EN CAMPO CENTROIDE DE DISTRITO
NEEMBUCU,CERRITO,CERRITO,2014,,FIEBRE AMARILLA,PSOROPHORA (JANTHINOSOMA) FEROX,21,S,,,-27.344343,-57.647692,DATOS CONSIGNADOS EN GABINETE CENTROIDE DE LOCALIDAD
